"ACAD_PLAN"	"ACAD_PLAN_EFFDT"	"ACAD_PLAN_EFF_STATUS"	"ACAD_PLAN_DESCR"	"ACAD_PLAN_TYPE"	"ACAD_PLAN_TYPE_DESCRSHORT"	"ACAD_PROG"	"CIP_CODE"	"CIP_DESCR"	"CIP_DESCR254"	"HEGIS_CODE"	"HEGIS_DESCR"	"HEGIS_DESCR60"	"ACAD_CAREER"	"STUDY_FIELD"	"STUDY_FIELD_DESCRSHORT"	"STUDY_FIELD_DESCRFORMAL"	"DEGREE"	"TRNSCR_DESCR"	"RACK_DIVSN_CD"	"RACK_DIVSN_DESCR"	"CIP_ALTERNATIVE_CD"	"CIP_ALTERNATIVE_DESCR"	"CIP_ALTERNATIVE_DESCRSHORT"	"LAST_ADM_TERM"	"LAST_ADM_TERM_DESCRSHORT"
"6100PHD"	01-JAN-01	"A"	"Nuclear Science PhD"	"MAJ"	"Major"	"00344"	"14.2301"	"Nuclear Engineering"	"Nuclear Engineering"	"09.20"	"NUCLEAR ENGINEERING"	"NUCLEAR ENGINEERING"	"GRAC"	"6100"	"Nuclear Sc"	"Nuclear Science"	"PHD"	"Nuclear Science"	"2"	"Phys Sciences and Engineering"	"109"	"Engineering"	"Engineerin"	" "	" "
"6120"	10-JUL-07	"A"	"Nurse Health Services Adm"	"MAJ"	"Major"	"01303"	"51.3802"	"Nursing Administration."	"Nursing Administration."	"12.99"	"OTHER, HEALTH PROFESSIONS"	"OTHER, HEALTH PROFESSIONS"	"GRAC"	"6120"	"Nurs Hlth"	"Nursing Health Services Administration"	" "	"Nursing Health Services Administration"	"1"	"Biological and Health Sciences"	" "	" "	" "	"1650"	"SU 2007"
"6120MS"	10-JUL-07	"A"	"Nurse Health Services Adm MS"	"MAJ"	"Major"	"00346"	"51.3802"	"Nursing Administration."	"Nursing Administration."	"12.99"	"OTHER, HEALTH PROFESSIONS"	"OTHER, HEALTH PROFESSIONS"	"GRAC"	"6120"	"Nurs Hlth"	"Nursing Health Services Administration"	"MS"	"Nursing Health Services Administration"	"1"	"Biological and Health Sciences"	" "	" "	" "	"1650"	"SU 2007"
"6120MS1"	10-JUL-07	"A"	"Nurse Health Services Adm MS"	"MAJ"	"Major"	"00735"	"51.3802"	"Nursing Administration."	"Nursing Administration."	"12.99"	"OTHER, HEALTH PROFESSIONS"	"OTHER, HEALTH PROFESSIONS"	"GRAC"	"6120"	"Nurs Hlth"	"Nursing Health Services Administration"	"MS"	"Nursing Health Services Administration"	"1"	"Biological and Health Sciences"	" "	" "	" "	"1650"	"SU 2007"
"7740MS1"	01-JAN-01	"A"	"Psychology MS"	"MAJ"	"Major"	"02058"	"42.2704"	"Experimental Psychology"	"Experimental Psychology"	"20.01"	"PSYCHOLOGY- GENERAL"	"PSYCHOLOGY- GENERAL"	"GRAC"	"7740"	"Psychology"	"Psychology"	"MS"	"Psychology"	"3"	"Social Sciences"	"120"	"Psychology"	"Psych"	" "	" "
"7740PHD"	01-JAN-01	"A"	"Psychology PhD"	"MAJ"	"Major"	"00409"	"42.2704"	"Experimental Psychology"	"Experimental Psychology"	"20.01"	"PSYCHOLOGY- GENERAL"	"PSYCHOLOGY- GENERAL"	"GRAC"	"7740"	"Psychology"	"Psychology"	"PHD"	"Psychology"	"3"	"Social Sciences"	"120"	"Psychology"	"Psych"	" "	" "
"7740PHD1"	27-JUL-10	"A"	"Psychology PhD"	"MAJ"	"Major"	"00705"	"42.0101"	"Psychology, General"	"Psychology, General"	"20.01"	"PSYCHOLOGY- GENERAL"	"PSYCHOLOGY- GENERAL"	"GRAC"	"7740"	"Psychology"	"Psychology"	"PHD"	"Psychology"	"3"	"Social Sciences"	"120"	"Psychology"	"Psych"	"1800"	"SU 2010"
"7740PHD2"	01-JAN-01	"A"	"Psychology PhD"	"MAJ"	"Major"	"02028"	"42.2704"	"Experimental Psychology"	"Experimental Psychology"	"20.01"	"PSYCHOLOGY- GENERAL"	"PSYCHOLOGY- GENERAL"	"GRAC"	"7740"	"Psychology"	"Psychology"	"PHD"	"Psychology"	"3"	"Social Sciences"	"120"	"Psychology"	"Psych"	" "	" "
"7740PHD3"	01-JAN-01	"A"	"Psychology PhD"	"MAJ"	"Major"	"00732"	"42.2704"	"Experimental Psychology"	"Experimental Psychology"	"20.01"	"PSYCHOLOGY- GENERAL"	"PSYCHOLOGY- GENERAL"	"GRAC"	"7740"	"Psychology"	"Psychology"	"PHD"	"Psychology"	"3"	"Social Sciences"	"120"	"Psychology"	"Psych"	" "	" "
"7750"	01-JAN-01	"A"	"Public Policy & Sociology"	"MAJ"	"Major"	"01682"	"44.0501"	"Public Policy Analysis"	"Public Policy Analysis"	"21"	"PUBLIC AFFAIRS & SERVICE"	"PUBLIC AFFAIRS & SERVICE"	"GRAC"	"7750"	"P Pol & So"	"Public Policy and Sociology"	" "	"Public Policy and Sociology"	"3"	"Social Sciences"	"121"	"Public Administration"	"PubAdmin"	" "	" "
"7750PHD"	01-JAN-01	"A"	"Public Policy & Sociology PhD"	"MAJ"	"Major"	"01681"	"44.0501"	"Public Policy Analysis"	"Public Policy Analysis"	"21"	"PUBLIC AFFAIRS & SERVICE"	"PUBLIC AFFAIRS & SERVICE"	"GRAC"	"7750"	"P Pol & So"	"Public Policy and Sociology"	"PHD"	"Public Policy and Sociology"	"3"	"Social Sciences"	"121"	"Public Administration"	"PubAdmin"	" "	" "
"77601"	02-JAN-01	"A"	"Psych As Nat Science"	"CON"	"Concentrtn"	"01353"	"42.9999"	"Psychology, Other"	"Psychology, Other"	"20.01"	"PSYCHOLOGY- GENERAL"	"PSYCHOLOGY- GENERAL"	"UND"	"7760"	"Psy Nat Sc"	"Psychology as Natural Science"	" "	"Psychology As Natural Science"	" "	" "	"120"	"Psychology"	"Psych"	"0303"	"Fall 1974"
"77602"	02-JAN-01	"A"	"Psych As Nat Science"	"CON"	"Concentrtn"	"01354"	"42.9999"	"Psychology, Other"	"Psychology, Other"	"20.01"	"PSYCHOLOGY- GENERAL"	"PSYCHOLOGY- GENERAL"	"UND"	"7760"	"Psy Nat Sc"	"Psychology as Natural Science"	" "	"Psychology As Natural Science"	" "	" "	"120"	"Psychology"	"Psych"	"0303"	"Fall 1974"
"7760ABLSA"	02-JAN-01	"A"	"Psych as Nat Science BA"	"MAJ"	"Major"	" "	"42.9999"	"Psychology, Other"	"Psychology, Other"	"20.01"	"PSYCHOLOGY- GENERAL"	"PSYCHOLOGY- GENERAL"	"ULSA"	"7760"	"Psy Nat Sc"	"Psychology as Natural Science"	"AB"	"Psychology as Natural Science"	" "	" "	"120"	"Psychology"	"Psych"	"0303"	"Fall 1974"
"7760ABRC"	27-JUN-01	"A"	"Psych As Nat Science BA"	"MAJ"	"Major"	" "	"42.9999"	"Psychology, Other"	"Psychology, Other"	"20.01"	"PSYCHOLOGY- GENERAL"	"PSYCHOLOGY- GENERAL"	"URC"	"7760"	"Psy Nat Sc"	"Psychology as Natural Science"	"AB"	"Psychology As Natural Science"	" "	" "	"120"	"Psychology"	"Psych"	"1340"	"SS 2001"
"7760BSLSA"	02-JAN-01	"A"	"Psych as Nat Science BS"	"MAJ"	"Major"	" "	"42.9999"	"Psychology, Other"	"Psychology, Other"	"20.01"	"PSYCHOLOGY- GENERAL"	"PSYCHOLOGY- GENERAL"	"ULSA"	"7760"	"Psy Nat Sc"	"Psychology as Natural Science"	"BS"	"Psychology As Natural Science"	" "	" "	"120"	"Psychology"	"Psych"	"0303"	"Fall 1974"
"7760BSRC"	27-JUN-01	"A"	"Psych As Nat Science BS"	"MAJ"	"Major"	" "	"42.9999"	"Psychology, Other"	"Psychology, Other"	"20.01"	"PSYCHOLOGY- GENERAL"	"PSYCHOLOGY- GENERAL"	"URC"	"7760"	"Psy Nat Sc"	"Psychology as Natural Science"	"BS"	"Psychology As Natural Science"	" "	" "	"120"	"Psychology"	"Psych"	"1340"	"SS 2001"
"7770"	01-JAN-01	"A"	"Psychol & Women's Studies"	"MAJ"	"Major"	"01513"	"42.9999"	"Psychology, Other"	"Psychology, Other"	"20.01"	"PSYCHOLOGY- GENERAL"	"PSYCHOLOGY- GENERAL"	"GRAC"	"7770"	"Psy & Wom"	"Psychology & Women's Studies"	" "	"Psychology and Women's Studies"	"3"	"Social Sciences"	"120"	"Psychology"	"Psych"	" "	" "
"7770PHD"	01-JAN-01	"A"	"Psychol & Women's Studies PhD"	"MAJ"	"Major"	"00412"	"42.9999"	"Psychology, Other"	"Psychology, Other"	"20.01"	"PSYCHOLOGY- GENERAL"	"PSYCHOLOGY- GENERAL"	"GRAC"	"7770"	"Psy & Wom"	"Psychology & Women's Studies"	"PHD"	"Psychology and Women's Studies"	"3"	"Social Sciences"	"120"	"Psychology"	"Psych"	" "	" "
"7780ABLSA"	02-JAN-01	"A"	"Psych-Speech & Hear Sci BA"	"MAJ"	"Major"	" "	"51.0299"	"Communication Disorders Scienc"	"Communication Disorders Sciences and Services, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"ULSA"	"7780"	"Psy Sp & H"	"Psychology - Speech and Hearing Science"	"AB"	"Psychology - Speech And Hearing Science"	" "	" "	"166"	"Other Health Professions"	"OthHlthPrf"	"0303"	"Fall 1974"
"7780ABRC"	27-JUN-01	"A"	"Psych-Speech & Hear Sci BA"	"MAJ"	"Major"	" "	"51.0299"	"Communication Disorders Scienc"	"Communication Disorders Sciences and Services, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"URC"	"7780"	"Psy Sp & H"	"Psychology - Speech and Hearing Science"	"AB"	"Psychology - Speech And Hearing Science"	" "	" "	"166"	"Other Health Professions"	"OthHlthPrf"	"1340"	"SS 2001"
"4440MIL"	02-JAN-01	"A"	"Info & Library Studies MILS"	"MAJ"	"Major"	"00248"	"11.0401"	"Information Science/Studies"	"Information Science/Studies"	"16.01"	"LIBRARY SCIENCE- GENERAL"	"LIBRARY SCIENCE- GENERAL"	"GRAC"	"4440"	"Info & L S"	"Information and Library Studies"	"MIL"	"Information and Library Studies"	"3"	"Social Sciences"	"107"	"Computer, Info Science"	"CmpInfoSci"	"0303"	"Fall 1974"
"4440MSI"	02-JAN-01	"A"	"Info & Library Studies  MSInfo"	"CON"	"Concentrtn"	"00248"	"11.0401"	"Information Science/Studies"	"Information Science/Studies"	"16.01"	"LIBRARY SCIENCE- GENERAL"	"LIBRARY SCIENCE- GENERAL"	"GRAC"	"4440"	"Info & L S"	"Information and Library Studies"	"MSI"	"Information and Library Studies"	"3"	"Social Sciences"	"107"	"Computer, Info Science"	"CmpInfoSci"	"0303"	"Fall 1974"
"4440PHD"	02-JAN-01	"A"	"Info & Library Studies PhD"	"MAJ"	"Major"	"00247"	"11.0401"	"Information Science/Studies"	"Information Science/Studies"	"16.01"	"LIBRARY SCIENCE- GENERAL"	"LIBRARY SCIENCE- GENERAL"	"GRAC"	"4440"	"Info & L S"	"Information and Library Studies"	"PHD"	"Information and Library Studies"	"3"	"Social Sciences"	"107"	"Computer, Info Science"	"CmpInfoSci"	"0303"	"Fall 1974"
"4460BMA"	01-JAN-01	"A"	"Jazz Performance BMusA"	"MAJ"	"Major"	"00847"	"50.0903"	"Music Performance, General"	"Music Performance, General"	"10.04"	"MUSIC-PERFORM-COMP-THEOR"	"MUSIC-PERFORM-COMP-THEOR"	"UMUS"	"4460"	"Jazz Perf"	"Jazz Performance"	"BMA"	"Jazz Performance"	" "	" "	"110"	"Visual, Performing Arts"	"VisPerfArt"	" "	" "
"4470"	01-JAN-01	"A"	"Information"	"MAJ"	"Major"	"01466"	"11.0401"	"Information Science/Studies"	"Information Science/Studies"	"16.01"	"LIBRARY SCIENCE- GENERAL"	"LIBRARY SCIENCE- GENERAL"	"GRAC"	"4470"	"Informat"	"Information"	" "	"Information"	"3"	"Social Sciences"	"107"	"Computer, Info Science"	"CmpInfoSci"	" "	" "
"44701"	01-JAN-01	"A"	"Information"	"MAJ"	"Major"	"02027"	"11.0401"	"Information Science/Studies"	"Information Science/Studies"	"16.01"	"LIBRARY SCIENCE- GENERAL"	"LIBRARY SCIENCE- GENERAL"	"GINF"	"4470"	"Informat"	"Information"	" "	"Information"	"3"	"Social Sciences"	"107"	"Computer, Info Science"	"CmpInfoSci"	" "	" "
"4470AM"	01-JAN-01	"A"	"Information MA"	"MAJ"	"Major"	"02079"	"11.0401"	"Information Science/Studies"	"Information Science/Studies"	"16.01"	"LIBRARY SCIENCE- GENERAL"	"LIBRARY SCIENCE- GENERAL"	"GRAC"	"4470"	"Informat"	"Information"	"AM"	"Information"	"3"	"Social Sciences"	"107"	"Computer, Info Science"	"CmpInfoSci"	" "	" "
"4470BS"	01-JAN-01	"A"	"Information BS"	"MAJ"	"Major"	" "	"11.0401"	"Information Science/Studies"	"Information Science/Studies"	"16.01"	"LIBRARY SCIENCE- GENERAL"	"LIBRARY SCIENCE- GENERAL"	"UINF"	"4470"	"Informat"	"Information"	"BS"	"Information"	"3"	"Social Sciences"	"107"	"Computer, Info Science"	"CmpInfoSci"	" "	" "
"4470MSI"	28-JUN-06	"A"	"Information MSI"	"MAJ"	"Major"	"01101"	"11.0401"	"Information Science/Studies"	"Information Science/Studies"	"16.01"	"LIBRARY SCIENCE- GENERAL"	"LIBRARY SCIENCE- GENERAL"	"GRAC"	"4470"	"Informat"	"Information"	"MSI"	"Information"	"3"	"Social Sciences"	"107"	"Computer, Info Science"	"CmpInfoSci"	"1590"	"SS 2006"
"4470MSI1"	01-APR-10	"A"	"Information MSI"	"MAJ"	"Major"	"01643"	"11.0401"	"Information Science/Studies"	"Information Science/Studies"	"16.01"	"LIBRARY SCIENCE- GENERAL"	"LIBRARY SCIENCE- GENERAL"	"GRAC"	"4470"	"Informat"	"Information"	"MSI"	"Information"	"3"	"Social Sciences"	"107"	"Computer, Info Science"	"CmpInfoSci"	"1770"	"WN 2010"
"4470MSI2"	27-JUN-01	"A"	"Information MSI"	"MAJ"	"Major"	"01674"	"11.0401"	"Information Science/Studies"	"Information Science/Studies"	"16.01"	"LIBRARY SCIENCE- GENERAL"	"LIBRARY SCIENCE- GENERAL"	"GRAC"	"4470"	"Informat"	"Information"	"MSI"	"Information"	"3"	"Social Sciences"	"107"	"Computer, Info Science"	"CmpInfoSci"	"1340"	"SS 2001"
"4470MSI3"	01-APR-10	"A"	"Information MSI"	"MAJ"	"Major"	"01732"	"11.0401"	"Information Science/Studies"	"Information Science/Studies"	"16.01"	"LIBRARY SCIENCE- GENERAL"	"LIBRARY SCIENCE- GENERAL"	"GRAC"	"4470"	"Informat"	"Information"	"MSI"	"Information"	"3"	"Social Sciences"	"107"	"Computer, Info Science"	"CmpInfoSci"	"1770"	"WN 2010"
"4470MSI4"	01-APR-10	"A"	"Information MSI"	"MAJ"	"Major"	"01749"	"11.0401"	"Information Science/Studies"	"Information Science/Studies"	"16.01"	"LIBRARY SCIENCE- GENERAL"	"LIBRARY SCIENCE- GENERAL"	"GRAC"	"4470"	"Informat"	"Information"	"MSI"	"Information"	"3"	"Social Sciences"	"107"	"Computer, Info Science"	"CmpInfoSci"	"1770"	"WN 2010"
"4470MSI5"	01-APR-10	"A"	"Information MSI"	"MAJ"	"Major"	"01885"	"11.0401"	"Information Science/Studies"	"Information Science/Studies"	"16.01"	"LIBRARY SCIENCE- GENERAL"	"LIBRARY SCIENCE- GENERAL"	"GRAC"	"4470"	"Informat"	"Information"	"MSI"	"Information"	"3"	"Social Sciences"	"107"	"Computer, Info Science"	"CmpInfoSci"	"1770"	"WN 2010"
"4470MSI6"	01-APR-10	"A"	"Information MSI"	"MAJ"	"Major"	"01907"	"11.0401"	"Information Science/Studies"	"Information Science/Studies"	"16.01"	"LIBRARY SCIENCE- GENERAL"	"LIBRARY SCIENCE- GENERAL"	"GRAC"	"4470"	"Informat"	"Information"	"MSI"	"Information"	"3"	"Social Sciences"	"107"	"Computer, Info Science"	"CmpInfoSci"	"1770"	"WN 2010"
"4470MSI7"	01-APR-10	"A"	"Information MSI"	"MAJ"	"Major"	"01657"	"11.0401"	"Information Science/Studies"	"Information Science/Studies"	"16.01"	"LIBRARY SCIENCE- GENERAL"	"LIBRARY SCIENCE- GENERAL"	"GRAC"	"4470"	"Informat"	"Information"	"MSI"	"Information"	"3"	"Social Sciences"	"107"	"Computer, Info Science"	"CmpInfoSci"	"1770"	"WN 2010"
"4470MSI8"	01-APR-10	"A"	"Information MSI"	"MAJ"	"Major"	"01653"	"11.0401"	"Information Science/Studies"	"Information Science/Studies"	"16.01"	"LIBRARY SCIENCE- GENERAL"	"LIBRARY SCIENCE- GENERAL"	"GRAC"	"4470"	"Informat"	"Information"	"MSI"	"Information"	"3"	"Social Sciences"	"107"	"Computer, Info Science"	"CmpInfoSci"	"1770"	"WN 2010"
"5140PHD"	02-JAN-01	"A"	"Medical Care Organization PhD"	"MAJ"	"Major"	"00285"	"51.0701"	"Health/Health Care Administrat"	"Health/Health Care Administration/Management"	"12.02"	"HOSPITAL&HEALTH CARE ADM"	"HOSPITAL&HEALTH CARE ADM"	"GRAC"	"5140"	"Med Care"	"Medical Care Organization"	"PHD"	"Medical Care Organization"	"1"	"Biological and Health Sciences"	"162"	"Public Health"	"PubHealth"	"0303"	"Fall 1974"
"5150"	18-MAY-10	"A"	"Medical Surgical Nursing PMC"	"MAJ"	"Major"	"01014"	"51.3812"	"Perioperative/Operating Room a"	"Perioperative/Operating Room and Surgical Nurse/Nursing."	"12.03"	"NURSING-BA & HIGHER"	"NURSING-BA & HIGHER"	"GRAC"	"5150"	"Med Surg-N"	"Medical Surgical Nursing"	" "	"Medical Surgical Nursing"	"1"	"Biological and Health Sciences"	" "	" "	" "	"1760"	"FA 2009"
"5150MS"	18-MAY-10	"A"	"Medical Surgical Nursing MS"	"MAJ"	"Major"	"00286"	"51.1612"	"Perioperative/Operating Room a"	"Perioperative/Operating Room and Surgical Nurse/Nursing"	"12.03"	"NURSING-BA & HIGHER"	"NURSING-BA & HIGHER"	"GRAC"	"5150"	"Med Surg-N"	"Medical Surgical Nursing"	"MS"	"Medical Surgical Nursing"	"1"	"Biological and Health Sciences"	" "	" "	" "	"1760"	"FA 2009"
"5150MS1"	27-JUN-01	"A"	"Medical Surgical Nursing MS"	"MAJ"	"Major"	"00735"	"51.1612"	"Perioperative/Operating Room a"	"Perioperative/Operating Room and Surgical Nurse/Nursing"	"12.03"	"NURSING-BA & HIGHER"	"NURSING-BA & HIGHER"	"GRAC"	"5150"	"Med Surg-N"	"Medical Surgical Nursing"	"MS"	"Medical Surgical Nursing"	"1"	"Biological and Health Sciences"	" "	" "	" "	"1340"	"SS 2001"
"5160"	06-JUN-07	"A"	"Med & Biol Illustration"	"MAJ"	"Major"	"01474"	"51.2703"	"Medical Illustration/Medical I"	"Medical Illustration/Medical Illustrator"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"GRAC"	"5160"	"Med Illus"	"Medical and Biological Illustration"	" "	"Medical and Biological Illustration"	"4"	"Humanities and the Arts"	"110"	"Visual, Performing Arts"	"VisPerfArt"	"1640"	"SS 2007"
"5160MFA"	06-JUN-07	"A"	"Med & Biol Illustration MFA"	"MAJ"	"Major"	"00287"	"51.2703"	"Medical Illustration/Medical I"	"Medical Illustration/Medical Illustrator"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"GRAC"	"5160"	"Med Illus"	"Medical and Biological Illustration"	"MFA"	"Medical and Biological Illustration"	"4"	"Humanities and the Arts"	"110"	"Visual, Performing Arts"	"VisPerfArt"	"1640"	"SS 2007"
"5160MS"	02-JAN-01	"A"	"Med & Biol Illustration MS"	"MAJ"	"Major"	"00287"	"51.2703"	"Medical Illustration/Medical I"	"Medical Illustration/Medical Illustrator"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"GRAC"	"5160"	"Med Illus"	"Medical and Biological Illustration"	"MS"	"Medical and Biological Illustration"	"4"	"Humanities and the Arts"	"110"	"Visual, Performing Arts"	"VisPerfArt"	"0303"	"Fall 1974"
"51701"	03-SEP-07	"A"	"Medical Care Admin"	"MAJ"	"Major"	"01198"	"51.0701"	"Health/Health Care Administrat"	"Health/Health Care Administration/Management"	"12.14"	"PUBLIC HEALTH"	"PUBLIC HEALTH"	"GPH"	"5170"	"Medcare Ad"	"Medical Care Administration"	" "	"Medical Care Administration"	" "	" "	"162"	"Public Health"	"PubHealth"	"1650"	"SU 2007"
"5170MHS"	02-JAN-01	"A"	"Medical Care Admin  MHSA"	"CON"	"Concentrtn"	"00579"	"51.0701"	"Health/Health Care Administrat"	"Health/Health Care Administration/Management"	"12.14"	"PUBLIC HEALTH"	"PUBLIC HEALTH"	"GPH"	"5170"	"Medcare Ad"	"Medical Care Administration"	"MHS"	"Medical Care Administration"	" "	" "	"162"	"Public Health"	"PubHealth"	"0303"	"Fall 1974"
"5170MPH"	02-JAN-01	"A"	"Medical Care Admin  MPH"	"CON"	"Concentrtn"	"00580"	"51.0701"	"Health/Health Care Administrat"	"Health/Health Care Administration/Management"	"12.14"	"PUBLIC HEALTH"	"PUBLIC HEALTH"	"GPH"	"5170"	"Medcare Ad"	"Medical Care Administration"	"MPH"	"Medical Care Administration"	" "	" "	"162"	"Public Health"	"PubHealth"	"0303"	"Fall 1974"
"5180"	30-JUN-04	"A"	"Med Scientist Training-Pr"	"MAJ"	"Major"	"01475"	"51.9999"	"Health Professions and Related"	"Health Professions and Related Clinical Sciences, Other"	"12.99"	"OTHER, HEALTH PROFESSIONS"	"OTHER, HEALTH PROFESSIONS"	"GRAC"	"5180"	"Med Sc T P"	"Medical Scientist Training Practice"	" "	"Medical Scientist Training Practice"	"1"	"Biological and Health Sciences"	"162"	"Public Health"	"PubHealth"	"1490"	"SS 2004"
"6130"	01-JAN-01	"A"	"Nursing"	"MAJ"	"Major"	"01358"	"51.3801"	"Registered Nursing/Registered"	"Registered Nursing/Registered Nurse."	"64.00"	"NURSING (BACCALAURATE&OTHER)"	"NURSING (BACCALAURATE AND OTHER PROGRAMS)"	"UND"	"6130"	"Nursing"	"Nursing"	" "	"Nursing"	"1"	"Biological and Health Sciences"	"176"	"Reg Nursing, Admin, Res, Clin"	"Nursing"	" "	" "
"61302"	01-JAN-01	"A"	"Nursing"	"MAJ"	"Major"	"01395"	"51.3801"	"Registered Nursing/Registered"	"Registered Nursing/Registered Nurse."	"64.00"	"NURSING (BACCALAURATE&OTHER)"	"NURSING (BACCALAURATE AND OTHER PROGRAMS)"	"GRAC"	"6130"	"Nursing"	"Nursing"	" "	"Nursing"	"1"	"Biological and Health Sciences"	"176"	"Reg Nursing, Admin, Res, Clin"	"Nursing"	" "	" "
"61303"	01-JAN-01	"A"	"Nursing Teaching Certification"	"MAJ"	"Major"	"01910"	"51.3801"	"Registered Nursing/Registered"	"Registered Nursing/Registered Nurse."	"64.00"	"NURSING (BACCALAURATE&OTHER)"	"NURSING (BACCALAURATE AND OTHER PROGRAMS)"	"GRAC"	"6130"	"Nursing"	"Nursing"	" "	"Nursing Teaching Certification"	"1"	"Biological and Health Sciences"	"176"	"Reg Nursing, Admin, Res, Clin"	"Nursing"	" "	" "
"6130BS"	01-JAN-01	"A"	"Nursing BS Fresh"	"MAJ"	"Major"	"00014"	"51.3801"	"Registered Nursing/Registered"	"Registered Nursing/Registered Nurse."	"64.00"	"NURSING (BACCALAURATE&OTHER)"	"NURSING (BACCALAURATE AND OTHER PROGRAMS)"	"UNUR"	"6130"	"Nursing"	"Nursing"	"BNU"	"Nursing"	"1"	"Biological and Health Sciences"	"176"	"Reg Nursing, Admin, Res, Clin"	"Nursing"	" "	" "
"6130BS1"	01-JAN-01	"A"	"Nursing BS Soph Transfer"	"MAJ"	"Major"	"00014"	"51.3801"	"Registered Nursing/Registered"	"Registered Nursing/Registered Nurse."	"64.00"	"NURSING (BACCALAURATE&OTHER)"	"NURSING (BACCALAURATE AND OTHER PROGRAMS)"	"UNUR"	"6130"	"Nursing"	"Nursing"	"BNU"	"Nursing"	"1"	"Biological and Health Sciences"	"176"	"Reg Nursing, Admin, Res, Clin"	"Nursing"	" "	" "
"6130BS2"	01-JAN-01	"A"	"Nursing BS Soph JCC Transfer"	"MAJ"	"Major"	"00014"	"51.3801"	"Registered Nursing/Registered"	"Registered Nursing/Registered Nurse."	"64.00"	"NURSING (BACCALAURATE&OTHER)"	"NURSING (BACCALAURATE AND OTHER PROGRAMS)"	"UNUR"	"6130"	"Nursing"	"Nursing"	"BNU"	"Nursing"	"1"	"Biological and Health Sciences"	"176"	"Reg Nursing, Admin, Res, Clin"	"Nursing"	" "	" "
"6130BS3"	01-JAN-01	"A"	"Nursing BS WCC Junior Transfer"	"MAJ"	"Major"	"00014"	"51.3801"	"Registered Nursing/Registered"	"Registered Nursing/Registered Nurse."	"64.00"	"NURSING (BACCALAURATE&OTHER)"	"NURSING (BACCALAURATE AND OTHER PROGRAMS)"	"UNUR"	"6130"	"Nursing"	"Nursing"	"BNU"	"Nursing"	"1"	"Biological and Health Sciences"	"176"	"Reg Nursing, Admin, Res, Clin"	"Nursing"	" "	" "
"6130BS4"	01-JAN-01	"A"	"Nursing BS Fresh Transfer"	"MAJ"	"Major"	"00014"	"51.3801"	"Registered Nursing/Registered"	"Registered Nursing/Registered Nurse."	"64.00"	"NURSING (BACCALAURATE&OTHER)"	"NURSING (BACCALAURATE AND OTHER PROGRAMS)"	"UNUR"	"6130"	"Nursing"	"Nursing"	"BNU"	"Nursing"	"1"	"Biological and Health Sciences"	"176"	"Reg Nursing, Admin, Res, Clin"	"Nursing"	" "	" "
"6130BS5"	01-JAN-01	"A"	"Nursing BS Soph Transfer"	"MAJ"	"Major"	"01972"	"51.3801"	"Registered Nursing/Registered"	"Registered Nursing/Registered Nurse."	"64.00"	"NURSING (BACCALAURATE&OTHER)"	"NURSING (BACCALAURATE AND OTHER PROGRAMS)"	"UNUR"	"6130"	"Nursing"	"Nursing"	"BNU"	"Nursing"	"1"	"Biological and Health Sciences"	"176"	"Reg Nursing, Admin, Res, Clin"	"Nursing"	" "	" "
"6130BS6"	01-JAN-01	"A"	"Nursing BS Soph Transfer"	"MAJ"	"Major"	"02108"	"51.3801"	"Registered Nursing/Registered"	"Registered Nursing/Registered Nurse."	"64.00"	"NURSING (BACCALAURATE&OTHER)"	"NURSING (BACCALAURATE AND OTHER PROGRAMS)"	"UNUR"	"6130"	"Nursing"	"Nursing"	"BNU"	"Nursing"	"1"	"Biological and Health Sciences"	"176"	"Reg Nursing, Admin, Res, Clin"	"Nursing"	" "	" "
"6130DNP"	01-JAN-01	"A"	"Nursing DNP"	"MAJ"	"Major"	"02041"	"51.3801"	"Registered Nursing/Registered"	"Registered Nursing/Registered Nurse."	"64.00"	"NURSING (BACCALAURATE&OTHER)"	"NURSING (BACCALAURATE AND OTHER PROGRAMS)"	"GNUR"	"6130"	"Nursing"	"Nursing"	"DNP"	"Nursing"	"1"	"Biological and Health Sciences"	"176"	"Reg Nursing, Admin, Res, Clin"	"Nursing"	" "	" "
"6130MS"	02-JAN-01	"A"	"Nursing MS"	"MAJ"	"Major"	"00347"	"51.3801"	"Registered Nursing/Registered"	"Registered Nursing/Registered Nurse."	"64.00"	"NURSING (BACCALAURATE&OTHER)"	"NURSING (BACCALAURATE AND OTHER PROGRAMS)"	"GRAC"	"6130"	"Nursing"	"Nursing"	"MS"	"Nursing"	"1"	"Biological and Health Sciences"	"176"	"Reg Nursing, Admin, Res, Clin"	"Nursing"	"0303"	"Fall 1974"
